VIL Call Data Records

DESTIP:-2a03:1b20:000a:f011:0000:0000:0000:e606
Report Type:-DOT Report
From Date:-2026-06-01
From Time:-14:00:00
Till Date:-2026-06-01
Till Time:-16:00:00
AuditId:-132322719_164200578_DOT
Report Date:-2026-06-08 15:18:58

SR.NO.,IMSI,IMEI,MSISDN,MAC ID,Source IP,Source Port,Destination IP,Destination Port,Translated IP,Translated Port,First Cell ID-Name/Location,Session Start date & time,Session End date & time,Duration in sec,Data Volume Uplink,Data Volume Downlink,PGW IP address,Charging ID,Access Point Name,PDP Address IPv4,PDP Address IPv6,CGI-ld,RAT,PDP-type,ESIM,IP_TYPE
5935,404051815960749,8649250610383678,9687872355,"",2402:3a80:4621:39ce:0:4a:1e90:e301,37777,2a03:1b20:a:f011::e024,6881,"","",40405250508928221,01/06/2026 15:48:07,01/06/2026 15:48:07,0,138,209,203.88.12.64,602721072,www,"",2402:3a80:4621:39ce:0:4a:1e90:e301,40405250508928221,4G,IPV6,N,DYNAMIC
4370,404466202500379,8683290680953278,9645379445,"",2402:3a80:44aa:2a8e:0:4d:cca8:f101,47170,2a03:1b20:a:f011::e319,53975,"","",404195495146131423,01/06/2026 15:19:55,01/06/2026 15:19:55,0,152,0,112.79.96.224,717806361,www,"",2402:3a80:44aa:2a8e:0:4d:cca8:f101,404195495146131423,4G,IPV6,N,DYNAMIC
1508,405852801716652,8622430769467130,9940425242,"",2402:3a80:4242:3868:0:5c:898f:5b01,54864,2a03:1b20:a:f011::e302,6635,"","",404435455285326233,01/06/2026 14:27:47,01/06/2026 14:27:47,0,0,152,203.88.1.90,1227283122,internet,"",2402:3a80:4242:3868:0:5c:898f:5b01,404435455285326233,4G,IPV6,N,DYNAMIC
2570,404149507276583,3597531015018801,8872318075,"",2402:8100:395c:cc15:35a3:b230:3c99:75d5,39448,2a03:1b20:a:f011::e118,58243,"","",40414720041489683,01/06/2026 14:47:15,01/06/2026 15:08:41,1800,885959,977084,112.110.131.242,936248219,internet,100.122.19.76,2402:8100:395c:cc15:0000:0000:0000:0001,40414720041489683,4G,IPv4v6,N,DYNAMIC
4897,405799428182980,8667750615939920,7039159166,"",2402:3a80:1383:2cfc:0:41:67a1:3c01,56642,2a03:1b20:a:f011::e401,8388,"","",404205227741267813,01/06/2026 15:29:21,01/06/2026 15:29:21,0,477,163,203.88.3.120,408557857,internet,"",2402:3a80:1383:2cfc:0:41:67a1:3c01,404205227741267813,4G,IPV6,N,DYNAMIC
1821,404195825595175,8691700540438406,9961350437,"",2402:3a80:4442:2b6c:0:55:9e5d:3101,40792,2a03:1b20:a:f011::e302,51237,"","",40419561228053540,01/06/2026 14:33:39,01/06/2026 14:33:39,0,0,163,112.79.96.160,988125730,internet,"",2402:3a80:4442:2b6c:0:55:9e5d:3101,40419561228053540,4G,IPV6,N,DYNAMIC
5029,404205011756081,3572189727335408,7777051473,"",2402:3a80:1390:6849:0:18:dd4a:4201,53505,2a03:1b20:a:f011::e225,57211,"","",404205228141301622,01/06/2026 15:31:35,01/06/2026 15:31:35,0,141,106,203.88.3.120,154994257,iphone,"",2402:3a80:1390:6849:0:18:dd4a:4201,404205228141301622,4G,IPV6,N,DYNAMIC
4436,405672426006334,3548896635069701,7076105728,"",2402:3a80:4144:ddf9:0378:5634:1232:5476,54385,2a03:1b20:a:f011::::e209,21738,"","",405675717241482622,01/06/2026 15:20:56,01/06/2026 15:30:28,1800,1423061,787038,203.88.21.226,807797381,www,10.221.107.254,2402:3a80:4144:ddf9:0378:5634:1232:5476,405675717241482622,4G,IPv4v6,N,DYNAMIC
3372,404051842544432,8613540594389935,7043067565,"",2402:3a80:1cf6:d1f2:0:d:6c81:301,50414,2a03:1b20:a:f011::e302,6635,"","",404055987789108712,01/06/2026 15:01:53,01/06/2026 15:02:09,16,615,372,112.110.107.133,85264337,www,"",2402:3a80:1cf6:d1f2:0:d:6c81:301,404055987789108712,4G,IPV6,N,DYNAMIC
231,405755643858778,8682370687607109,7005709645,"",2402:3a80:1c50:789a:0178:5634:1232:5476,39768,2a03:1b20:a:f011::::e002,6881,"","",4057555394140599121,01/06/2026 14:02:46,01/06/2026 14:08:12,1800,9978290,169426567,203.88.20.197,271503285,www,10.96.91.147,2402:3a80:1c50:789a:0178:5634:1232:5476,4057555394140599121,4G,IPv4v6,N,DYNAMIC
1466,404051852421993,8612240784221001,9998140235,"",2402:8100:27d1:f587:0:25:9679:ef01,45697,2a03:1b20:a:f011::e319,53975,"","",40405511274953743,01/06/2026 14:26:52,01/06/2026 14:26:57,5,824,163,112.110.108.193,236574703,www,"",2402:8100:27d1:f587:0:25:9679:ef01,40405511274953743,4G,IPV6,N,DYNAMIC
514,404438022941620,3509853808720201,9585791364,"",2402:3a80:54f:e3c3:0:58:5144:6f01,53455,2a03:1b20:a:f011::e026,8694,"","",40443545118508502,01/06/2026 14:08:00,01/06/2026 14:08:00,0,467,152,203.88.2.220,1081848347,www,"",2402:3a80:54f:e3c3:0:58:5144:6f01,40443545118508502,4G,IPV6,N,DYNAMIC
4713,404466099674324,8688460756405678,9048011304,"",2402:3a80:44b2:32c3:0:4b:2dab:a301,43730,2a03:1b20:a:f011::e204,35378,"","",404195615780229720,01/06/2026 15:26:15,01/06/2026 15:26:15,0,152,0,112.79.96.224,635880768,www,"",2402:3a80:44b2:32c3:0:4b:2dab:a301,404195615780229720,4G,IPV6,N,DYNAMIC
2692,404844254723333,3521581118458801,9884062631,"",2402:3a80:425b:c9ea:0:50:2e4d:9301,13109,2a03:1b20:a:f011::e00a,2097,"","",404845412447238933,01/06/2026 14:49:11,01/06/2026 14:49:11,0,0,163,203.88.1.92,799960483,www,"",2402:3a80:425b:c9ea:0:50:2e4d:9301,404845412447238933,4G,IPV6,N,DYNAMIC
5121,404051838831405,8630550858476575,7778889337,"",2402:3a80:4430:8e9b:0:4a:d3e7:f901,45694,2a03:1b20:a:f011::e00d,51413,"","",40405200444386052,01/06/2026 15:33:12,01/06/2026 15:33:24,12,0,290,203.88.19.32,626088100,www,"",2402:3a80:4430:8e9b:0:4a:d3e7:f901,40405200444386052,4G,IPV6,N,DYNAMIC
3916,404051850718464,3581988703249801,9327347413,"",2402:3a80:83c:b964:0:4b:d698:4101,52596,2a03:1b20:a:f011::e319,53975,"","",404055830840164033,01/06/2026 15:12:18,01/06/2026 15:12:18,0,468,163,203.88.4.200,656185754,www,"",2402:3a80:83c:b964:0:4b:d698:4101,404055830840164033,4G,IPV6,N,DYNAMIC
3568,404438084485270,8691330417227619,8111004778,"",2402:3a80:1326:4f20:0:32:6a89:da01,42047,2a03:1b20:a:f011::e432,6881,"","",404845400340461531,01/06/2026 15:05:10,01/06/2026 15:05:10,0,0,152,203.88.18.64,315212173,www,"",2402:3a80:1326:4f20:0:32:6a89:da01,404845400340461531,4G,IPV6,N,DYNAMIC
5163,405799427929400,8699190821869540,8692800287,"",2402:3a80:1391:1a72:0:3d:3bc1:c201,52749,2a03:1b20:a:f011::e01c,6881,"","",404205223751208632,01/06/2026 15:33:51,01/06/2026 15:33:51,0,138,209,203.88.3.120,382569802,internet,"",2402:3a80:1391:1a72:0:3d:3bc1:c201,404205223751208632,4G,IPV6,N,DYNAMIC
6102,404242307375508,8664180654301344,7203977013,"",2402:8100:27c1:549:0:32:1774:8f01,49368,2a03:1b20:a:f011::e432,6881,"","",40405599328023401,01/06/2026 15:50:57,01/06/2026 15:50:57,0,138,209,112.110.108.193,314760336,internet,"",2402:8100:27c1:549:0:32:1774:8f01,40405599328023401,4G,IPV6,N,DYNAMIC
327,404242406079210,3539273451932701,8156089409,"",2402:3a80:16ad:78ca:0:3f:e616:a801,56886,2a03:1b20:a:f011::e319,25059,"","",404052508171378712,01/06/2026 14:04:24,01/06/2026 14:04:24,0,152,0,112.110.84.5,400435155,internet,"",2402:3a80:16ad:78ca:0:3f:e616:a801,404052508171378712,4G,IPV6,N,DYNAMIC
3344,404195823255970,8609570678548730,9061884724,"",2402:3a80:1e0c:2f7a:0:2f:c593:3301,11850,2a03:1b20:a:f011::e024,6881,"","",404195623234539632,01/06/2026 15:01:24,01/06/2026 15:01:24,0,0,163,203.88.29.1,299993065,internet,"",2402:3a80:1e0c:2f7a:0:2f:c593:3301,404195623234539632,4G,IPV6,N,DYNAMIC
4674,405672442105513,8624520412665301,8145812887,"",2402:3a80:4334:2901:d842:a9ff:fee1:165d,39183,2a03:1b20:a:f011::::e02a,54914,"","",404305300240629823,01/06/2026 15:25:27,01/06/2026 15:41:28,1800,10833078,171327186,203.88.18.188,1612295333,www,10.18.230.90,2402:3a80:4334:2901:0678:5634:1232:5476,404305300240629823,4G,IPv4v6,N,DYNAMIC
2490,404438022941620,3509853808720201,9585791364,"",2402:3a80:54f:e3c3:0:58:5144:6f01,53455,2a03:1b20:a:f011::e202,11763,"","",40443545118508502,01/06/2026 14:45:42,01/06/2026 14:45:42,0,468,152,203.88.2.220,1081848347,www,"",2402:3a80:54f:e3c3:0:58:5144:6f01,40443545118508502,4G,IPV6,N,DYNAMIC
4112,404242409597859,8660780484141000,9714434277,"",2402:3a80:1258:cee3:0:43:14e4:c601,56509,2a03:1b20:a:f011::e302,6635,"","",40405200624192751,01/06/2026 15:15:38,01/06/2026 15:15:38,0,138,209,203.88.4.154,419706652,internet,"",2402:3a80:1258:cee3:0:43:14e4:c601,40405200624192751,4G,IPV6,N,DYNAMIC
5097,404205011097369,3573176401260501,9867599721,"",2402:3a80:164c:32df:0:3b:1e08:2501,52087,2a03:1b20:a:f011::e209,21738,"","",404205230743324733,01/06/2026 15:32:47,01/06/2026 15:32:48,1,160,0,112.110.84.80,370316962,www,"",2402:3a80:164c:32df:0:3b:1e08:2501,404205230743324733,4G,IPV6,N,DYNAMIC
3605,404242408438009,8680980530096013,7359930170,"",2402:3a80:15b5:4903:0:25:6492:4601,46561,2a03:1b20:a:f011::e61c,53666,"","",40405512114454741,01/06/2026 15:05:54,01/06/2026 15:05:54,0,478,163,112.110.84.40,233439754,internet,"",2402:3a80:15b5:4903:0:25:6492:4601,40405512114454741,4G,IPV6,N,DYNAMIC
2449,404466089960853,8605780404349517,9745252254,"",2402:3a80:4441:39f7:0:23:dfd4:9001,46346,2a03:1b20:a:f011::e226,2978,"","",40419562698002510,01/06/2026 14:45:13,01/06/2026 14:45:13,0,138,209,112.79.96.160,225493880,www,"",2402:3a80:4441:39f7:0:23:dfd4:9001,40419562698002510,4G,IPV6,N,DYNAMIC
6085,404300280319715,8612940770941078,8697009992,"",2402:3a80:42fc:d679:0878:5634:1232:5476,47553,2a03:1b20:a:f011::::e319,53975,"","",404305752140352521,01/06/2026 15:50:38,01/06/2026 15:55:24,1800,1351338,1411469,203.88.11.17,2148310341,www,10.115.141.12,2402:3a80:42fc:d679:0878:5634:1232:5476,404305752140352521,4G,IPv4v6,N,DYNAMIC
3297,404205970942692,8658830637828311,9321593948,"",2402:3a80:165a:55c9:0:d:87bf:4f01,50303,2a03:1b20:a:f011::e401,8388,"","",404205229443516313,01/06/2026 15:00:35,01/06/2026 15:00:53,18,615,372,112.110.84.80,85163210,www,"",2402:3a80:165a:55c9:0:d:87bf:4f01,404205229443516313,4G,IPV6,N,DYNAMIC
4924,404149643243557,3517479519018401,7717263554,"",2402:8100:2ad7:4d95:5bb5:4377:0ad9:a2e0,9894,2a03:1b20:a:f011::::e418,9203,"","",4041448014247092,01/06/2026 15:29:42,01/06/2026 15:29:50,113,99772543,6616815,203.88.2.48,678941429,internet,110.208.102.106,2402:8100:2ad7:4d95:0000:0000:06e1:2fd2,4041448014247092,4G,IPv4v6,N,DYNAMIC
4870,404195821583462,8674040569418401,9061059135,"",2402:3a80:422a:1f18:0:36:d7d6:d401,56094,2a03:1b20:a:f011::e002,6881,"","",40419548638006012,01/06/2026 15:28:54,01/06/2026 15:28:54,0,138,209,203.88.29.2,343763725,internet,"",2402:3a80:422a:1f18:0:36:d7d6:d401,40419548638006012,4G,IPV6,N,DYNAMIC
777,404051838831405,8630550858476575,7778889337,"",2402:3a80:4430:8e9b:0:4a:d3e7:f901,45694,2a03:1b20:a:f011::e00d,51413,"","",40405200444386052,01/06/2026 14:13:42,01/06/2026 14:13:42,0,0,145,203.88.19.32,626088100,www,"",2402:3a80:4430:8e9b:0:4a:d3e7:f901,40405200444386052,4G,IPV6,N,DYNAMIC
5824,404195817753261,8614510599298983,9656121335,"",2402:3a80:4468:1ca2:0:4e:a6bb:ef01,42198,2a03:1b20:a:f011::e015,8107,"","",404195821980171913,01/06/2026 15:45:44,01/06/2026 15:45:45,1,467,163,112.79.96.162,747657079,internet,"",2402:3a80:4468:1ca2:0:4e:a6bb:ef01,404195821980171913,4G,IPV6,N,DYNAMIC
4895,404466089616772,8634750854748501,9645198648,"",2402:3a80:4442:4a32:0:4c:bd31:3001,36978,2a03:1b20:a:f011::e302,6635,"","",40419562268014800,01/06/2026 15:29:20,01/06/2026 15:29:21,1,624,152,112.79.96.160,684288727,www,"",2402:3a80:4442:4a32:0:4c:bd31:3001,40419562268014800,4G,IPV6,N,DYNAMIC
1700,404051853552583,8693790539487601,8154073679,"",2402:3a80:467b:7ebc:0:45:d41:9d01,45167,2a03:1b20:a:f011::e01c,6881,"","",404055993889089732,01/06/2026 14:31:36,01/06/2026 14:31:36,0,477,163,203.88.12.129,444804100,www,"",2402:3a80:467b:7ebc:0:45:d41:9d01,404055993889089732,4G,IPV6,N,DYNAMIC
3386,404438057253422,8666580769720541,7339381823,"",2402:3a80:10:4d13:0:48:7038:e401,41588,2a03:1b20:a:f011::e005,57044,"","",404435451085593522,01/06/2026 15:02:05,01/06/2026 15:02:05,0,152,0,203.88.28.128,551447146,www,"",2402:3a80:10:4d13:0:48:7038:e401,404435451085593522,4G,IPV6,N,DYNAMIC
4000,404205912050355,8618030437556138,8291856223,"",2402:3a80:42ba:5d42:0:d:2a7e:4001,48137,2a03:1b20:a:f011::e001,51413,"","",404205234143415433,01/06/2026 15:14:00,01/06/2026 15:14:15,15,400,0,203.88.30.129,83275815,www,"",2402:3a80:42ba:5d42:0:d:2a7e:4001,404205234143415433,4G,IPV6,N,DYNAMIC
428,404438070209507,8646980621903800,9943371099,"",2402:3a80:39:a5e9:0:18:3a61:6801,50826,2a03:1b20:a:f011::e015,8107,"","",404435459685293323,01/06/2026 14:05:59,01/06/2026 14:05:59,0,152,0,203.88.28.129,151293754,www,"",2402:3a80:39:a5e9:0:18:3a61:6801,404435459685293323,4G,IPV6,N,DYNAMIC
3724,404784619962279,8668990550193154,9009559838,"",2402:8100:2de0:942e:2639:8abf:82a1:6f8a,44516,2a03:1b20:a:f011::e005,57044,"","",40478601493416542,01/06/2026 15:08:45,01/06/2026 15:14:11,1102,2129787,50301022,112.110.161.15,4056290892,internet,10.222.103.5,2402:8100:2de0:942e:2639:8abf:82a1:6f8a,40478601493416542,4G,IPv4v6,N,DYNAMIC
4456,405704521219631,3509618731937801,7079407175,"",2402:3a80:0f61:c763:7a4d:055f:97a0:3489,6881,2a03:1b20:a:f011::::e02a,51413,"","",405701545141432021,01/06/2026 15:21:19,01/06/2026 15:42:48,1800,188878866,2149803639,203.88.31.53,269087173,internet,10.176.34.111,2402:3a80:0f61:c763:0178:5634:1232:5476,405701545141432021,4G,IPv4v6,N,DYNAMIC
468,404051852426635,3569449704859704,9428274370,"",2402:3a80:83a:7c4b:0:61:74e6:b301,40083,2a03:1b20:a:f011::e226,2978,"","",404052500680007632,01/06/2026 14:06:45,01/06/2026 14:06:45,0,0,163,203.88.4.200,1398079641,www,"",2402:3a80:83a:7c4b:0:61:74e6:b301,404052500680007632,4G,IPV6,N,DYNAMIC
3273,404205900367660,8664480538118559,9819602467,"",2402:3a80:1382:e056:0:8:7afb:c201,45540,2a03:1b20:a:f011::e226,2978,"","",404205222451533931,01/06/2026 15:00:15,01/06/2026 15:00:15,0,477,163,203.88.3.120,52615162,www,"",2402:3a80:1382:e056:0:8:7afb:c201,404205222451533931,4G,IPV6,N,DYNAMIC
5360,404242412385823,3564944768934401,9824960745,"",2402:3a80:15b2:afed:0:4f:c8a4:d401,41439,2a03:1b20:a:f011::e01c,6881,"","",404052001841280222,01/06/2026 15:37:35,01/06/2026 15:37:35,0,0,163,112.110.84.40,787160935,internet,"",2402:3a80:15b2:afed:0:4f:c8a4:d401,404052001841280222,4G,IPV6,N,DYNAMIC
2454,404242407171704,8671580620987506,9904781617,"",2402:3a80:124a:e937:0:45:b49c:9201,49627,2a03:1b20:a:f011::e302,6635,"","",404055104741013232,01/06/2026 14:45:15,01/06/2026 14:45:15,0,477,163,203.88.4.154,464521429,internet,"",2402:3a80:124a:e937:0:45:b49c:9201,404055104741013232,4G,IPV6,N,DYNAMIC
3791,404242302683009,8661860684215016,8140631828,"",2402:3a80:4668:42fa:0:8:1c9e:cf01,41083,2a03:1b20:a:f011::e204,35378,"","",40405250998047961,01/06/2026 15:10:12,01/06/2026 15:10:12,0,562,163,203.88.12.129,51526587,internet,"",2402:3a80:4668:42fa:0:8:1c9e:cf01,40405250998047961,4G,IPV6,N,DYNAMIC
1666,405755636778613,3583061375061801,8794434980,"",2402:3a80:1c53:5c15:0778:5634:1232:5476,47723,2a03:1b20:a:f011::::e226,2978,"","",405755539538051240,01/06/2026 14:31:07,01/06/2026 14:31:39,45,234352,179813,203.88.20.197,1879727237,www,10.102.112.111,2402:3a80:1c53:5c15:0778:5634:1232:5476,405755539538051240,4G,IPv4v6,N,DYNAMIC
1275,404438009068865,8695770588143312,9363060877,"",2402:3a80:45b9:a7d9:0:45:df66:c601,6881,2a03:1b20:a:f011::e318,49295,"","",404435432842442332,01/06/2026 14:22:58,01/06/2026 14:22:58,0,0,163,112.79.98.33,470463049,www,"",2402:3a80:45b9:a7d9:0:45:df66:c601,404435432842442332,4G,IPV6,N,DYNAMIC
3910,404438022941620,3509853808720201,9585791364,"",2402:3a80:54f:e3c3:0:58:5144:6f01,53455,2a03:1b20:a:f011::e00d,16063,"","",40443545118508502,01/06/2026 15:12:14,01/06/2026 15:12:14,0,468,152,203.88.2.220,1081848347,www,"",2402:3a80:54f:e3c3:0:58:5144:6f01,40443545118508502,4G,IPV6,N,DYNAMIC
528,404132097091256,8683980653830678,6305858660,"",2402:8100:21ee:8570:0000:0000:04dd:50ed,51738,2a03:1b20:a:f011::::e401,8388,"","",40407242434123341,01/06/2026 14:08:21,01/06/2026 14:09:44,112,22169920,91768622,112.110.100.31,2704653702,www,10.106.207.170,2402:8100:21ee:8570:0000:0000:04dd:50ed,40407242434123341,4G,IPv4v6,N,DYNAMIC
2337,405672344831195,3501628978157889,7501420742,"",2402:3a80:4338:4a44:95ca:f7d8:3a16:f7fd,40257,2a03:1b20:a:f011::::e30e,53231,"","",404305722440185223,01/06/2026 14:42:59,01/06/2026 14:46:03,364,1283615,14029014,203.88.18.188,1881687733,www,10.11.59.102,2402:3a80:4338:4a44:0778:5634:1232:5476,404305722440185223,4G,IPv4v6,N,DYNAMIC
5023,404242007376499,3571931029431201,8347894718,"",2402:3a80:4510:10e3:0:47:e44b:7a01,38692,2a03:1b20:a:f011::e401,8388,"","",404052508080592621,01/06/2026 15:31:31,01/06/2026 15:31:31,0,0,163,112.79.97.96,533888467,internet,"",2402:3a80:4510:10e3:0:47:e44b:7a01,404052508080592621,4G,IPV6,N,DYNAMIC
1037,404051852566754,8635100536831716,6359879887,"",2402:3a80:4410:722d:0:6:496:e701,45579,2a03:1b20:a:f011::e004,51413,"","",404055128541098012,01/06/2026 14:18:00,01/06/2026 14:18:00,0,152,0,203.88.19.32,38939166,www,"",2402:3a80:4410:722d:0:6:496:e701,404055128541098012,4G,IPV6,N,DYNAMIC
5028,404300291360444,8605880558742100,8918131469,"",2402:3a80:197b:b663:1f51:4c55:dd39:0148,6881,2a03:1b20:a:f011::::e324,49656,"","",404305304940624223,01/06/2026 15:31:35,01/06/2026 15:50:41,1800,884927,1749443,203.88.13.245,1879123189,www,10.37.201.251,2402:3a80:197b:b663:0778:5634:1232:5476,404305304940624223,4G,IPv4v6,N,DYNAMIC
128,405672428627312,8698900720475800,8167461691,"",2402:3a80:4358:c413:0456:6a5c:5ed4:16c7,55482,2a03:1b20:a:f011::::e324,46386,"","",405675716641453423,01/06/2026 14:00:34,01/06/2026 14:26:31,1800,9026259,144581036,203.88.18.189,1880938885,www,10.27.102.70,2402:3a80:4358:c413:0778:5634:1232:5476,405675716641453423,4G,IPv4v6,N,DYNAMIC
3682,404112258397577,3513005312589601,9999732566,"",2402:8100:31d9:da4d:0:23:4c32:ba01,6881,2a03:1b20:a:f011::e312,39765,"","",404115258245017412,01/06/2026 15:07:53,01/06/2026 15:08:09,16,607,373,112.110.64.137,221774260,www,"",2402:8100:31d9:da4d:0:23:4c32:ba01,404115258245017412,4G,IPV6,N,DYNAMIC
1115,404051833684147,8632650591099215,9998144054,"",2402:3a80:16e9:7b73:0:4f:cb72:d501,37224,2a03:1b20:a:f011::e02e,61371,"","",40405511364714142,01/06/2026 14:19:38,01/06/2026 14:19:38,0,499,163,112.110.84.15,788115730,www,"",2402:3a80:16e9:7b73:0:4f:cb72:d501,40405511364714142,4G,IPV6,N,DYNAMIC
4235,404113776671714,8664870706563000,9382121519,"",2402:3a80:92c:fdb0:0:47:ca32:f01,50066,2a03:1b20:a:f011::e015,8107,"","",404605202848007932,01/06/2026 15:17:41,01/06/2026 15:17:59,18,467,372,203.88.1.37,529738779,www,"",2402:3a80:92c:fdb0:0:47:ca32:f01,404605202848007932,4G,IPV6,N,DYNAMIC
6078,404438009896493,8622020538166941,8675224664,"",2402:3a80:4248:f80a:0:5d:abc0:f801,26276,2a03:1b20:a:f011::e331,11280,"","",404435459985493831,01/06/2026 15:50:33,01/06/2026 15:50:33,0,468,152,203.88.1.90,1266413701,www,"",2402:3a80:4248:f80a:0:5d:abc0:f801,404435459985493831,4G,IPV6,N,DYNAMIC
173,404242404284737,8635950692553900,9723579405,"",2402:3a80:1b90:578c:0:25:5185:8201,51090,2a03:1b20:a:f011::e319,25059,"","",404052508240555932,01/06/2026 14:01:38,01/06/2026 14:01:38,0,152,0,203.88.4.152,233720283,internet,"",2402:3a80:1b90:578c:0:25:5185:8201,404052508240555932,4G,IPV6,N,DYNAMIC
4955,404466086795879,3521549615368601,8943402954,"",2402:8100:3924:7000::1,47071,2a03:1b20:a:f011::e002,6881,"","",40419561888035542,01/06/2026 15:30:14,01/06/2026 15:30:48,209,4132640,48298126,112.110.131.98,504498150,www,100.65.132.11,2402:8100:3924:7000:0000:0000:0000:0001,40419561888035542,4G,IPv4v6,N,DYNAMIC
5766,404466202591667,8608350700944540,9567319885,"",2402:3a80:1e09:884a:0:33:56ec:c101,40311,2a03:1b20:a:f011::e024,6881,"","",40419560928031431,01/06/2026 15:45:00,01/06/2026 15:45:00,0,477,163,203.88.29.1,322240097,www,"",2402:3a80:1e09:884a:0:33:56ec:c101,40419560928031431,4G,IPV6,N,DYNAMIC
3184,405752728020475,8607010504091601,7520546791,"",2402:8100:2642:76ef:0278:5634:1232:5476,43794,2a03:1b20:a:f011::::e005,51413,"","",4057015144468122,01/06/2026 14:58:22,01/06/2026 15:10:45,1800,57280692,635368236,112.110.108.163,539850517,www,10.64.141.207,2402:8100:2642:76ef:0278:5634:1232:5476,4057015144468122,4G,IPv4v6,N,DYNAMIC
4562,404195812579020,8653140475399518,9562798045,"",2402:3a80:444b:dd2c:0:54:f89d:a701,50971,2a03:1b20:a:f011::e00d,51413,"","",404195498241195332,01/06/2026 15:23:27,01/06/2026 15:23:27,0,0,145,112.79.96.160,965798888,internet,"",2402:3a80:444b:dd2c:0:54:f89d:a701,404195498241195332,4G,IPV6,N,DYNAMIC
4859,404300271774025,3560163712730701,6292302530,"",2402:3a80:4308:4c74:1152:93f3:9f72:a95b,53777,2a03:1b20:a:f011::::e62e,11704,"","",404305722940191322,01/06/2026 15:28:48,01/06/2026 15:42:02,1056,243362,434610,203.88.11.18,806232837,www,10.149.5.227,2402:3a80:4308:4c74:0378:5634:1232:5476,404305722940191322,4G,IPv4v6,N,DYNAMIC
406,404438085014997,8681880591127300,6380127291,"",2402:3a80:49:5d1a:0:10:7a6b:2d01,37000,2a03:1b20:a:f011::e204,35378,"","",404435451085917812,01/06/2026 14:05:27,01/06/2026 14:05:27,0,0,152,203.88.28.129,102802375,www,"",2402:3a80:49:5d1a:0:10:7a6b:2d01,404435451085917812,4G,IPV6,N,DYNAMIC
4206,405755636644658,3561521022161101,9856752111,"",2402:3a80:1c70:42f7:25b6:d649:3d08:9438,6881,2a03:1b20:a:f011::::e01c,6881,"","",405755539648019241,01/06/2026 15:17:10,01/06/2026 15:25:19,1800,19859597,240749012,203.88.20.198,268653605,www,10.104.63.220,2402:3a80:1c70:42f7:0178:5634:1232:5476,405755539648019241,4G,IPv4v6,N,DYNAMIC
3783,404300270239514,8602230730241484,9804676489,"",2402:3a80:1cd5:d5f6:2113:1c99:b476:2ead,34475,2a03:1b20:a:f011::::e026,8694,"","",404305751340294333,01/06/2026 15:10:00,01/06/2026 15:14:24,832,224488454,8077220,203.88.21.17,1614316309,www,10.93.158.67,2402:3a80:1cd5:d5f6:0678:5634:1232:5476,404305751340294333,4G,IPv4v6,N,DYNAMIC
4676,404300271774025,3560163712730701,6292302530,"",2402:3a80:4308:4c74:1152:93f3:9f72:a95b,53777,2a03:1b20:a:f011::::e62e,11704,"","",404305722940191322,01/06/2026 15:25:33,01/06/2026 15:42:02,1056,243362,434610,203.88.11.18,806232837,www,10.149.5.227,2402:3a80:4308:4c74:0378:5634:1232:5476,404305722940191322,4G,IPv4v6,N,DYNAMIC
5171,404205972544954,3548896604171101,9619952069,"",2402:3a80:4195:e08a:0:47:59f2:bd01,50219,2a03:1b20:a:f011::e324,49656,"","",404205221141494323,01/06/2026 15:34:13,01/06/2026 15:34:14,1,0,163,203.88.30.32,517057793,www,"",2402:3a80:4195:e08a:0:47:59f2:bd01,404205221141494323,4G,IPV6,N,DYNAMIC
4646,405852802126741,8672960715086714,9087010589,"",2402:3a80:4598:bab0:0:45:fcd2:d401,43049,2a03:1b20:a:f011::e401,8388,"","",404435459185587631,01/06/2026 15:25:01,01/06/2026 15:25:01,0,467,163,112.79.98.32,474261593,internet,"",2402:3a80:4598:bab0:0:45:fcd2:d401,404435459185587631,4G,IPV6,N,DYNAMIC
4098,404205974916352,8668600753507856,8898009411,"",2402:3a80:4298:ec8:0:30:6709:6701,46655,2a03:1b20:a:f011::e324,49656,"","",404435458885244432,01/06/2026 15:15:26,01/06/2026 15:15:26,0,478,0,203.88.30.128,303645169,www,"",2402:3a80:4298:ec8:0:30:6709:6701,404435458885244432,4G,IPV6,N,DYNAMIC
3305,405672441779819,8671580619091908,9091307975,"",2402:3a80:4148:9967:c422:ecff:fed3:876e,41054,2a03:1b20:a:f011::::e026,8694,"","",405675714241325821,01/06/2026 15:00:47,01/06/2026 15:29:03,1800,5186911,137302056,203.88.21.226,1342248069,www,10.222.8.56,2402:3a80:4148:9967:0578:5634:1232:5476,405675714241325821,4G,IPv4v6,N,DYNAMIC
1293,404195817753261,8614510599298983,9656121335,"",2402:3a80:4468:1ca2:0:4e:a6bb:ef01,42198,2a03:1b20:a:f011::e015,8107,"","",404195821980171913,01/06/2026 14:23:26,01/06/2026 14:23:26,0,477,163,112.79.96.162,747657079,internet,"",2402:3a80:4468:1ca2:0:4e:a6bb:ef01,404195821980171913,4G,IPV6,N,DYNAMIC
124,404051815952967,8649480589008300,9979138905,"",2402:3a80:4602:e893:0:22:a1b2:c901,46219,2a03:1b20:a:f011::e01c,6881,"","",404052501370058111,01/06/2026 14:00:30,01/06/2026 14:00:30,0,138,209,203.88.12.64,216871523,www,"",2402:3a80:4602:e893:0:22:a1b2:c901,404052501370058111,4G,IPV6,N,DYNAMIC
